name,english
L6pg3DQKoH4_0,i had the opportunity to talk to a lot of saskatchewan people this summer
L6pg3DQKoH4_1,and you know increasingly there's sort of these anecdotal stories of how our economy is improving even in the face of of ongoing challenges like low commodity prices
L6pg3DQKoH4_2,and now there's been some statistical reinforcement of those anecdotal stories some evidence
L6pg3DQKoH4_3,building permits showed saskatchewan led the nation in terms of building permit growth per cent
L6pg3DQKoH4_4,we're leading in terms of the pace of growth of manufacturing sales
L6pg3DQKoH4_5,and that's manufacturing in food processing machinery manufacturing chemical processing
L6pg3DQKoH4_6,and just today new car sales new vehicle sales are up in saskatchewan per cent
L6pg3DQKoH4_8,there are still many challenges ahead commodity
L6pg3DQKoH4_9,ahead commodity prices remain low but you have built a resilient diversified strong economy that is seeing saskatchewan through this time and when we
L8VjQM9HQfs_0,coined in the to refer to the practice of changing sides from public to private sector in the same area of activity
L8VjQM9HQfs_1,for instance high military officers in the united states retired early to take well paid positions in the arms manufacturing companies they used to supervise
L8VjQM9HQfs_2,certain forms of trading in influence and conflicts of interest of
L8VjQM9HQfs_3,interest of arise whenever private and public interests are in tension with each other in one and the same person
LAj3rqJvS3s_2,at the event silicon valley bank chairman roger dunbar said that he is worried that auditing firms are trying to get audited companies to spend money with them on consulting in addition to their regular audits
LD3HYOwk1Bc_0,i suppose the question can it become a superpower is what makes a superpower one of the
LD3HYOwk1Bc_1,superpower one of the things is that the government can't create some decree that a country will become a superpower what
LDKWr94J0wM_11,different some people use different kinds of technologies some use mobile phone others used personal health records some use the patient portals to the electronic records and
LDKWr94J0wM_14,so it's my pleasure to introduce these three wonderful individual whose use health it to manage their and improve their health
LDKWr94J0wM_2,as surgeon general i had the opportunity to launch the national patient national prevention strategy a few months ago as
LDKWr94J0wM_3,as you know the national prevention strategies tried to make us become a more healthy and fit nation
LDKWr94J0wM_4,and this particular program is one of the ways the make that national prevention strategy come to life
LDKWr94J0wM_5,with better coordinated care improved quality and decreased errors
LDKWr94J0wM_8,we also want you know your own health information empowers you to be more engaged in your health and your healthcare
LFOwCSiGOvw_1,crisis i think the global financial crisis is a situation where more than one country has to come to find a solution it's not
LFOwCSiGOvw_2,solution it's not one country's burden or one country has the capability to do this china
LFOwCSiGOvw_4,to go through it needs to make some internal changes as well as it goes through this financial crisis in
LHC7ZKJy4Zw_1,everybody we have just had a wonderful conversation i
LHC7ZKJy4Zw_2,i want to just tell you a little bit about why we did this i think
LHC7ZKJy4Zw_3,we did this i think sometimes in celebration of dr king's
LHC7ZKJy4Zw_4,of dr king's birthday we act as if this history was so long ago
LJGL2sGvSS0_0,my name is brian hoyer and i am a business administration management major at uni
LJGL2sGvSS0_1,my business is recycle right which has grown into right environmental my name is
LJGL2sGvSS0_10,our clients it can be anything from paid search to organic search social media and content production essentially anything that helps them improve the effectiveness up their online presence
LJGL2sGvSS0_11,the student business incubator at the university of northern iowa is a learning laboratory designed to educate and inspire student entrepreneurs the
LJGL2sGvSS0_12,the goal of the student business incubator first and foremost is to educate them we want
LJGL2sGvSS0_13,them we want to established a good strong foundational knowledge for the students before they leave campus on how to start their own business the student
LJGL2sGvSS0_14,business the student business incubator was absolutely crucial in launching our business
LJGL2sGvSS0_15,from you know accounting help to providing the actual physical office space that we need pretty much every aspect has been affected by the incubator but
LJGL2sGvSS0_16,but more important than that i think was really the entrepreneurial spirit all of your
LJGL2sGvSS0_17,spirit all of your neighbors are entrepreneurs and if you're stuck on any issue whether specific your business or for client or just anything that you're doing you can walk down the hall and find other people who've probably been through the same thing to be
LJGL2sGvSS0_18,thing to be successful as an entrepreneur you first of all you need to be passionate you need to be willing to implement you need to be willing to take that step forward i also think you need to be very teachable and be willing to get advice from people when you need it
